Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
81692.0,-0.659907987409254,-0.158519504068204,1.01443458656215,1.27722077156147,-0.110177698056059,0.0293017190060595,1.5724430576143,-0.309332237965084,-0.609792173957523,-0.168409836941858,-0.123595600798021,-0.100588957978004,0.211970261834715,0.166360375717761,1.52382078829723,-0.734847385191529,0.0771852828423236,-0.252121752783858,0.272907977250997,0.760999856407355,0.286668816796864,0.523971631658754,0.518440652763328,0.0613642857921905,0.00936582395904,-0.255773011381753,-0.164398453516832,-0.144938481305954,282.38,0
36338.0,1.09338518994108,0.923459372766995,0.273911649914583,3.70221492784841,0.432011898892816,-0.496056703979707,0.744410537104946,-0.30167497519916,-1.82563516827533,1.20203218465894,-0.475927463246718,0.283872149765071,1.13591838016151,0.277981033057387,-0.275759217751742,0.648229646884277,-0.692156239571132,-0.668675355613157,-1.43965427606325,-0.0132957720225622,0.0249902613183244,-0.0495510145658819,-0.143215184691751,0.410774516873919,0.723693154405877,0.0536110339354848,-0.0433399160899304,0.0244915171352992,51.5,0
42313.0,-3.21770034743746,-2.75100645939522,1.50120848855345,-2.38467904805567,1.23605294839592,0.899158434460686,-1.28360391962502,0.167337380179551,-1.5964490723926,1.89524639872668,1.96670647424117,0.115600909707194,1.17680599428687,-1.03029792812106,0.792931114721058,-0.919854152400731,0.650078295016144,-1.2000979465168,-2.03023826901534,-1.42723494338946,-0.276868633666404,1.0394420238569,0.205336851683254,-1.27720820283115,-0.0277276232397666,-0.149120233753036,-0.252646292305118,0.546454508233726,39.2,0
55034.0,1.11648718260433,0.512406120240923,0.713351435620262,2.51208936436324,-0.213589886760845,-0.495573891866437,0.183299093791945,-0.144318660128178,-0.793685780444249,0.651671055974702,-0.437713755978718,0.191741188762502,0.581638658346664,0.169536918436881,0.506923615556294,0.722774581558416,-0.680320392930635,-0.362453824959518,-1.02063237400225,-0.042461336814939,-0.0617967839671785,-0.283725497708165,0.0011559401469823,0.383287647361252,0.395934035444544,-0.102806282638087,-0.0104711764974078,0.0332236780185116,40.28,0
22428.0,1.13583326734058,0.697245749640327,0.876148922756144,2.83589868624918,-0.303577636343595,-0.86736093226942,0.165777008254767,-0.27515525381214,0.461065219856107,0.330350125943541,0.850338560578861,-2.50671951381566,1.46201266593823,1.82465797452912,-0.325044436402862,0.414824499955078,0.338586039153196,-0.173710866669038,-1.41237285791132,-0.190262061727255,-0.0983984445686335,-0.10304210541343,0.0082986629881893,0.8590764255895,0.464251412674541,-0.0366700542235567,-0.0470624937925302,0.0208195705195201,19.53,0
149640.0,0.754315925858731,2.37982185248504,-5.13727449343089,3.81839172249665,0.0432026520139663,-1.28545137361934,-1.76668362059541,0.756710661816359,-1.76572209782095,-3.26300672553831,3.59279683214404,-2.77234880583364,-0.0745336542111445,-6.28109364908023,0.165978009089423,-2.67917124597012,-1.38555652893852,0.249056748544312,2.3534526931986,0.369662961829814,0.397057600980957,0.141165218358707,0.171984534755456,0.394273775761011,-0.4446418368392,-0.2631890643687,0.304702950350999,-0.0443622747894533,2.0,1
156050.0,-1.44875106131581,2.04293142943203,-1.08205803787733,-1.24603963261424,1.20636672956159,-0.254818153872027,1.25973129200767,-0.324887687861501,1.4519408108957,2.11321043867982,0.943828060386332,0.39339044735432,0.231703900942567,-1.91736427273542,-0.733959832318928,0.324410194227915,-0.407066917733399,0.238208864120791,0.0656182503568211,1.11205950608306,-0.707690309312013,-0.862825527650841,-0.0130752037416258,-0.0314615312066036,-0.0874191718916544,0.0481065224339951,0.165287187102094,-0.411996154013452,8.98,0
30299.0,-0.603121251034562,1.20455086755782,1.07043131114774,-0.177216687155326,0.207061800910933,-0.51210888688152,0.554503279424582,0.119497439301181,-0.404024671383342,-0.0230642358072522,1.17814396469217,0.392355671552429,-0.135551083934314,-0.277198832965052,0.25881575453267,0.664254198101925,-0.357109235549872,0.474520632798851,0.294718924365943,0.244021710439573,-0.267799168945586,-0.679067119282606,-0.0594544766744836,-0.0573575357409036,-0.104031767498602,0.0803668011253135,0.348646269271264,0.145189935571783,2.69,0
164306.0,1.95889496316612,-0.178517239140833,-0.447045764178469,1.18218720810574,-0.187471373193564,0.137723975622884,-0.511859454598741,0.125005029071815,1.01361874991627,0.157169533692901,-1.26744567903297,-0.0111679203004323,-0.412316564176047,0.0599133058088429,0.610229563940203,0.458363950217659,-0.711832500102281,-0.0182482798820402,-0.396723463388576,-0.245363571875823,-0.192944556178575,-0.496817220663864,0.372687864159393,0.323740946060317,-0.350671497593623,-0.950091420432773,0.0510672008703039,-0.0208778765223536,12.99,0
120285.0,-6.53710499966348,-1.56974103407682,-2.07722486739995,-0.150472703642261,1.35387126726115,0.190101912756626,-0.829092460461535,-7.29482171290697,1.39473657958866,1.16837009433422,1.11057778202403,1.19395309975209,-0.151555394883456,-0.0192596516411252,-0.422267199843924,0.38988667215912,-0.413576403239411,-0.383305768402543,0.893145417132021,-6.31303536176853,4.4898425004461,-1.55105710106158,2.89269640205156,0.778430806990956,0.853012613913794,0.0979892074119247,1.51152899177551,-1.02515510479086,169.0,0
71831.0,-0.413360541766272,1.35697145064323,2.00897530439889,2.18734180973212,0.420099643351725,0.213664663063269,0.646760957281671,0.0797262700016479,-1.58261517904356,0.296304538603406,-0.229503225320943,0.0416468735871007,0.793500938389492,0.0683150699456065,0.941737012775195,0.0461219549063659,-0.118736360762369,-0.610236200713552,-0.537714387484221,0.0293588563921573,0.0006087009024756,0.002647144975183,-0.212491693123274,0.0837295467836861,0.271931577907906,0.0894980472849086,0.0046882386610608,-0.0115676986156755,0.79,0
71266.0,1.04827808924216,-0.0376566938964114,0.537219282064243,1.10839961372929,-0.14656498039651,0.454155967401447,-0.156511039532311,0.197019371157607,0.196438050516642,-0.0749705922813584,0.976536302884846,1.37569972311914,0.249364071137531,0.0811689002079602,-0.615901813807448,-0.281664743281559,-0.184493999295656,-0.430480051050617,0.0883607706127529,-0.0537793009180468,-0.181724021053235,-0.424097663025162,-0.0242719682045153,-0.318527407599185,0.433390681725847,-0.517803293809407,0.0466303848131548,0.0193265145925414,49.99,0
48789.0,1.32788479471568,-1.01452250230818,0.361606224346053,-2.77522061537857,-1.26435057186527,-0.474884175872254,-0.810488776437884,0.0032768156726656,0.745531307880246,-0.699810286150846,1.5787740513606,1.98294569628098,1.10008664011572,-0.075925565100787,0.728093980999077,-2.7470862811839,0.338799973881031,1.35336348012415,0.351125613562889,-0.466766334278685,-0.265181990043925,0.049850976511661,-0.0433989059339153,0.0413534471316935,0.550929825919767,-0.724225896279238,0.127679363890196,0.0186977499102164,7.73,0
67205.0,-2.1475664559349,1.29351865870214,1.2865053547085,1.44996057277069,-0.0989401240518032,0.0786076752634177,-0.231896121167845,-1.1599059095076,-0.508094839994268,-0.179931865461104,-0.2587735545175,0.982889624113871,0.740212144455122,0.143159313488835,0.193931765987841,-1.18438114906776,1.00947077438333,-0.85583987597562,0.70063016237894,-0.560882697462864,1.4027565223547,-0.267564808640243,0.307530269036765,0.419836809051966,0.652633751807935,-0.106436975452134,0.347465486855316,-0.0169532505108321,20.92,0
73452.0,-0.15344154853008,-0.692486303435782,0.392576712088711,-2.45416768615346,-0.788816842477761,-0.614438151232039,0.673559813535836,-0.240049233102397,-2.85695794404668,0.956946935597097,0.832624045642309,-0.0346651175006083,1.13054689629949,-0.172371973075902,-1.23699939738639,-0.119903380096447,-0.14977095796123,0.0978274599401037,-0.263699954449617,0.0082030084692656,-0.237993019526343,-0.673994786455338,0.663484572050238,-0.0723322615945368,-1.14569114910183,-0.890229898160607,0.167145014696622,0.2347294315641,175.35,0
159035.0,1.85628467031644,0.456930767842168,-0.515291663129524,3.95344664423581,0.321150107354931,-0.0213125050946171,0.218052824145417,-0.146119576818882,-0.780770488303754,1.33388160107926,-1.28359908168043,0.408363996816389,0.821567423978442,-0.183701905586874,-1.5840649521438,0.34585459637004,-0.502870393309438,-0.727782345412343,-1.43090150523705,-0.208410781918592,0.106991307518194,0.492891382702133,0.0565235695516587,0.0100417010559986,0.140789940402397,0.0946190273065499,-0.0215851154015745,-0.0449916967261889,30.34,0
143097.0,0.917523260686125,-1.94810369191513,-2.04532961720983,0.530497186447542,-0.380240724110024,-0.629235535542413,0.953678811861635,-0.458005583719231,-0.0693372252340166,0.0316916881376527,0.936509415025278,1.37722743817027,1.30167168205224,0.505816814826228,-0.103037573766408,0.348783374731576,-0.885822010998702,0.288645692099438,-0.0184135501382993,1.09989595120276,0.613854011873568,0.565472053461757,-0.541577659758181,-0.19764384903462,-0.109775334090927,0.720052567851428,-0.198933470003568,0.0222429121655423,599.0,0
162372.0,2.10175189616499,-0.732484700244146,-1.08634611800991,-0.555744198079636,-0.866099271583635,-0.839218039536689,-0.983075566621625,-0.0378300837971499,0.134132867892494,0.0850877425543609,-0.109796593655202,-1.04495600900645,-0.589700394812193,-1.9500034822184,0.475273510257725,1.56270687073717,1.5790586038322,-0.532876829277615,0.0098689630471885,0.0096919191765104,0.258283159969429,0.756495643792555,0.193666999818119,0.968215220521135,-0.220324183104556,-0.139272217110726,0.0218174092950423,-0.0016287494673805,24.99,0
